day, weekday, month, monthday, hi, lo, precip, humiditymod, wind, windir, eff_high, eff_low, spec
0, Lunadain, Thaumont, 1, 90, 70, Moderate Rain (<3/4 inch), 73, 0, Indescernable, 105, 80, Normal
1, Gromdain, Thaumont, 2, 85, 70, No Precipitation, 82, 15, Prevailing Direction, 100, 80, Normal
2, Tserdain, Thaumont, 3, 85, 65, Moderate Rain (<3/4 inch), 79, 25, Prevailing Direction, 95, 70, Normal
3, Moldain, Thaumont, 4, 85, 70, No Precipitation, 85, 10, Prevailing Direction, 100, 80, Normal
4, Nytdain, Thaumont, 5, 90, 70, Moderate Rain (<3/4 inch), 88, 0, Indescernable, 105, 80, Normal
5, Loshdain, Thaumont, 6, 85, 70, Heavy Rain (<1.5 inch), 83, 10, Prevailing Direction, 100, 80, Normal
6, Soladain, Thaumont, 7, 90, 75, No Precipitation, 76, 0, Indescernable, 105, 85, Normal
7, Lunadain, Thaumont, 8, 90, 75, Downpour Rain (>1.5 inch), 77, 0, Indescernable, 105, 85, Heatwave
8, Gromdain, Thaumont, 9, 90, 75, Moderate Rain (<3/4 inch), 89, 0, Indescernable, 105, 85, Heatwave
9, Tserdain, Thaumont, 10, 90, 75, Downpour Rain (>1.5 inch), 78, 0, Indescernable, 105, 85, Heatwave
10, Moldain, Thaumont, 11, 90, 75, No Precipitation, 76, 15, Prevailing Direction, 105, 85, Heatwave
11, Nytdain, Thaumont, 12, 95, 75, Moderate Rain (<3/4 inch), 88, 5, Prevailing Direction, 115, 85, Normal
12, Loshdain, Thaumont, 13, 95, 75, Heavy Rain (<1.5 inch), 86, 0, Indescernable, 115, 85, Normal
13, Soladain, Thaumont, 14, 95, 75, Heavy Rain (<1.5 inch), 74, 0, Indescernable, 115, 85, Normal
14, Lunadain, Thaumont, 15, 85, 70, No Precipitation, 71, 15, From Arctic, 100, 80, Normal
15, Gromdain, Thaumont, 16, 90, 70, Moderate Rain (<3/4 inch), 78, 5, Prevailing Direction, 105, 80, Normal
16, Tserdain, Thaumont, 17, 90, 70, No Precipitation, 76, 5, Prevailing Direction, 105, 80, Normal
